Rk;Team;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Year
22;Boston Celtics*;82;2418;329;794;.415;88;263;.334;242;531;.455;180;243;.742;104;301;405;192;88;37;140;214;927;2003
23;Seattle SuperSonics;82;2421;352;805;.437;56;157;.353;296;647;.458;162;217;.744;117;291;408;216;83;36;132;209;921;2003
24;Washington Wizards;82;2418;343;780;.440;31;99;.312;313;681;.459;197;253;.779;112;292;404;197;76;48;134;200;915;2003
25;Cleveland Cavaliers;82;2418;348;823;.422;36;109;.327;312;713;.437;183;245;.747;136;310;446;209;78;64;183;227;914;2003
26;Detroit Pistons*;82;2427;329;765;.430;65;181;.358;264;584;.452;190;246;.771;108;298;406;198;68;57;135;213;914;2003
27;Toronto Raptors;82;2415;347;813;.427;50;145;.343;297;667;.446;165;229;.718;125;287;412;193;74;48;144;215;909;2003
28;Miami Heat;82;2418;328;795;.412;42;134;.316;285;661;.432;158;206;.765;116;300;416;183;72;40;142;226;856;2003
29;Denver Nuggets;82;2406;328;798;.411;28;100;.278;300;698;.430;158;226;.699;136;288;424;212;87;51;185;251;842;2003
1;Dallas Mavericks*;82;2415;405;882;.459;62;178;.348;343;704;.488;180;226;.796;143;310;453;239;80;53;122;196;1052;2004
2;Sacramento Kings*;82;2412;378;818;.462;73;183;.401;305;636;.480;198;249;.795;108;304;412;262;87;40;139;193;1028;2004
3;Los Angeles Lakers*;82;2421;369;814;.454;45;136;.327;325;678;.479;199;287;.693;122;309;431;238;83;46;138;211;982;2004
4;Milwaukee Bucks*;82;2412;362;811;.447;49;140;.350;313;671;.467;207;267;.775;117;305;422;228;68;47;135;203;980;2004
5;Denver Nuggets*;82;2406;365;825;.443;40;120;.336;325;705;.461;202;263;.767;132;291;423;219;91;63;156;220;972;2004
6;Seattle SuperSonics;82;2415;358;804;.446;88;236;.373;270;568;.476;166;217;.765;111;283;393;217;81;47;145;218;971;2004
7;Memphis Grizzlies*;82;2424;361;812;.445;55;160;.340;307;652;.471;190;261;.727;128;290;418;234;97;69;150;232;967;2004
8;Boston Celtics*;82;2403;347;782;.443;67;195;.346;279;587;.475;192;255;.750;104;298;401;205;94;40;162;224;953;2004
9;Los Angeles Clippers;82;2415;344;802;.428;40;125;.321;303;677;.448;220;281;.785;140;295;435;202;72;46;164;221;948;2004
10;Minnesota Timberwolves*;82;2409;370;801;.462;40;109;.363;330;692;.477;166;213;.781;107;323;429;230;68;56;127;211;945;2004
11;Phoenix Suns;82;2406;361;814;.443;51;147;.345;310;667;.465;170;227;.746;113;293;406;193;90;47;152;227;942;2004
12;Orlando Magic;82;2418;354;825;.429;52;152;.344;302;673;.448;180;244;.737;122;287;409;193;67;38;137;213;940;2004
13;Golden State Warriors;82;2421;351;794;.442;52;156;.334;298;638;.468;179;247;.725;122;309;431;205;70;47;148;206;933;2004
14;Cleveland Cavaliers;82;2421;356;824;.433;30;96;.314;326;728;.448;186;248;.753;136;319;456;220;71;65;148;213;929;2004
15;Atlanta Hawks;82;2427;345;796;.433;51;152;.335;294;644;.456;187;241;.776;121;306;427;201;76;50;165;223;928;2004
16;New York Knicks*;82;2424;351;794;.442;50;136;.364;302;658;.459;168;211;.793;116;310;426;207;74;48;157;231;920;2004
17;New Orleans Hornets*;82;2418;338;805;.420;65;203;.319;273;602;.454;177;236;.751;133;295;428;209;86;42;150;209;918;2004
18;Washington Wizards;82;2418;336;800;.421;53;155;.341;284;645;.440;193;270;.714;136;292;428;187;89;50;175;209;918;2004
19;San Antonio Spurs*;82;2409;347;785;.442;50;139;.358;297;646;.460;172;252;.681;125;325;451;204;81;65;147;203;915;2004
20;Indiana Pacers*;82;2415;336;771;.435;55;156;.351;281;615;.457;188;246;.764;118;299;417;216;89;50;144;208;914;2004
21;Portland Trail Blazers;82;2437;353;789;.448;46;134;.346;307;654;.469;154;211;.731;127;290;417;216;75;54;148;190;907;2004
22;Miami Heat*;82;2409;333;783;.425;59;165;.357;274;617;.443;178;234;.762;115;300;415;191;72;38;139;221;903;2004
23;New Jersey Nets*;82;2403;343;777;.441;46;137;.336;297;640;.464;170;226;.753;105;302;407;245;86;39;147;210;903;2004
24;Detroit Pistons*;82;2412;335;770;.435;41;118;.344;294;652;.452;190;253;.753;124;304;428;208;80;70;151;203;901;2004
25;Houston Rockets*;82;2430;334;755;.442;63;171;.366;271;584;.464;167;216;.773;103;323;426;193;68;54;167;215;898;2004
26;Chicago Bulls;82;2418;341;824;.414;52;153;.342;289;670;.431;162;224;.725;128;307;435;219;80;48;161;233;897;2004
27;Utah Jazz;82;2412;328;753;.436;31;96;.321;297;657;.453;200;268;.746;135;277;412;204;71;60;166;256;887;2004
28;Philadelphia 76ers;82;2421;327;763;.428;41;121;.342;286;642;.445;184;245;.753;115;294;408;200;80;44;159;207;880;2004
29;Toronto Raptors;82;2437;324;774;.418;56;158;.356;267;616;.434;151;201;.750;101;295;396;192;74;49;142;213;854;2004
1;Phoenix Suns*;82;2412;409;856;.477;97;247;.393;312;609;.512;190;254;.748;118;323;441;235;70;55;137;191;1104;2005
2;Sacramento Kings*;82;2421;391;851;.459;64;170;.374;327;681;.480;192;244;.787;125;299;424;245;82;39;131;205;1037;2005
3;Dallas Mavericks*;82;2406;373;816;.457;56;155;.364;316;661;.479;223;282;.789;121;309;429;196;86;56;134;223;1025;2005
4;Miami Heat*;82;2437;378;777;.486;58;154;.377;320;623;.513;202;301;.672;108;322;430;218;64;58;137;221;1015;2005
5;Boston Celtics*;82;2424;371;794;.468;53;153;.349;318;641;.496;216;283;.764;111;297;408;221;81;52;158;244;1013;2005
6;Washington Wizards*;82;2412;362;829;.437;63;183;.343;299;646;.463;219;302;.725;138;290;428;191;87;42;143;220;1005;2005
7;Toronto Raptors;82;2415;360;812;.444;79;205;.385;281;607;.463;198;256;.774;103;298;401;204;76;39;133;229;997;2005
8;Denver Nuggets*;82;2409;370;807;.459;39;115;.340;331;692;.479;215;282;.763;118;302;420;239;91;60;149;229;995;2005
9;Orlando Magic;82;2403;370;815;.454;39;112;.349;331;703;.471;216;285;.759;127;310;437;193;77;54;161;236;995;2005
10;Philadelphia 76ers*;82;2421;359;821;.437;62;177;.348;298;644;.462;211;268;.789;111;309;420;209;92;39;155;229;991;2005
11;Seattle SuperSonics*;82;2409;351;792;.444;81;222;.365;270;570;.474;205;260;.790;127;282;409;181;67;41;136;237;989;2005
12;Los Angeles Lakers;82;2412;353;808;.437;79;221;.355;275;587;.467;203;261;.777;125;306;432;204;62;42;143;219;987;2005
13;Golden State Warriors;82;2427;369;858;.430;76;216;.352;293;642;.457;172;238;.722;130;297;427;221;78;51;136;224;987;2005
14;New York Knicks;82;2424;363;805;.451;54;151;.356;309;654;.473;193;251;.767;118;292;410;203;77;32;147;237;973;2005
15;Milwaukee Bucks;82;2412;361;802;.450;40;113;.351;322;690;.467;210;272;.772;120;293;413;210;65;35;138;219;972;2005
16;Minnesota Timberwolves;82;2409;371;808;.459;48;140;.345;323;669;.483;177;222;.796;115;315;430;234;56;55;132;216;968;2005
17;Cleveland Cavaliers;82;2421;365;815;.447;37;110;.332;328;705;.465;199;265;.752;136;287;423;226;80;56;139;226;965;2005
18;San Antonio Spurs*;82;2415;356;787;.453;62;170;.363;295;616;.478;187;259;.724;120;304;424;216;75;66;137;209;962;2005
19;Los Angeles Clippers;82;2443;357;777;.459;28;82;.345;328;695;.473;216;277;.778;120;299;419;232;73;51;157;222;957;2005
20;Houston Rockets*;82;2421;347;783;.443;67;185;.364;280;597;.468;189;242;.781;107;317;424;211;69;46;138;220;951;2005
21;Chicago Bulls*;82;2418;347;804;.432;62;175;.357;285;629;.453;187;250;.750;122;316;438;213;70;45;167;247;945;2005
22;Charlotte Bobcats;82;2424;361;836;.432;39;107;.363;322;729;.442;181;256;.709;132;285;417;219;85;54;145;231;943;2005
23;Memphis Grizzlies*;82;2403;342;765;.447;65;181;.357;277;584;.475;186;247;.754;108;281;390;209;85;58;146;233;934;2005
24;Detroit Pistons*;82;2434;348;783;.444;44;128;.345;303;655;.463;194;262;.739;129;306;434;218;70;61;138;200;933;2005
25;Indiana Pacers*;82;2427;325;752;.432;66;192;.344;259;560;.463;213;269;.792;106;295;401;182;75;44;143;230;930;2005
26;Utah Jazz;82;2412;345;768;.449;30;93;.328;314;675;.465;210;277;.757;128;274;401;223;66;46;158;267;930;2005
27;Portland Trail Blazers;82;2406;353;783;.451;51;142;.362;302;642;.471;172;237;.725;118;293;411;210;71;66;160;208;929;2005
28;Atlanta Hawks;82;2421;359;814;.441;37;119;.312;322;695;.463;173;243;.711;134;285;419;197;77;42;161;245;927;2005
29;New Jersey Nets*;82;2427;336;783;.429;53;147;.362;283;636;.444;190;249;.763;104;291;395;216;79;38;142;242;914;2005
30;New Orleans Hornets;82;2430;331;800;.415;51;160;.315;281;639;.440;171;223;.766;124;278;402;210;67;38;148;230;884;2005
1;Phoenix Suns*;82;2434;418;874;.479;102;256;.399;316;618;.511;145;180;.806;95;323;418;266;67;50;133;205;1084;2006
2;Seattle SuperSonics;82;2418;375;818;.459;74;199;.371;301;620;.487;201;257;.785;124;272;396;207;76;37;147;236;1026;2006
3;Washington Wizards*;82;2418;363;812;.447;61;170;.357;302;642;.471;230;304;.757;126;286;412;186;80;41;139;226;1017;2006
4;Toronto Raptors;82;2434;367;810;.454;74;198;.375;293;612;.479;202;255;.791;105;279;385;194;65;33;131;240;1011;2006
5;Denver Nuggets*;82;2430;375;814;.461;43;131;.325;333;682;.487;210;282;.744;110;303;413;234;85;56;148;227;1003;2006
6;Miami Heat*;82;2409;371;775;.478;61;176;.345;310;599;.517;197;282;.700;105;326;431;206;64;54;145;228;999;2006
7;Los Angeles Lakers*;82;2421;365;806;.453;67;193;.349;298;613;.486;197;265;.745;118;303;422;211;77;43;139;231;994;2006
8;Philadelphia 76ers;82;2427;366;798;.458;46;126;.364;320;673;.476;216;284;.760;106;296;402;202;79;49;141;209;994;2006
9;Dallas Mavericks*;82;2424;360;777;.462;51;136;.374;309;642;.481;222;283;.783;126;296;422;180;72;60;136;224;991;2006
10;Sacramento Kings*;82;2418;360;793;.454;60;172;.351;300;621;.483;208;265;.784;104;302;405;223;74;36;146;204;989;2006
11;Golden State Warriors;82;2418;358;827;.433;76;223;.341;282;604;.467;192;267;.718;120;303;423;207;74;44;141;237;985;2006
12;Boston Celtics;82;2424;360;771;.467;57;157;.362;303;614;.494;203;269;.755;99;297;396;209;70;51;166;248;980;2006
13;Milwaukee Bucks*;82;2421;363;801;.453;62;163;.380;301;638;.472;190;258;.738;113;299;412;216;73;33;146;232;978;2006
14;Chicago Bulls*;82;2427;366;822;.446;68;180;.379;298;641;.465;177;240;.738;110;317;428;220;62;42;149;249;978;2006
15;Cleveland Cavaliers*;82;2418;355;782;.454;61;179;.339;294;603;.487;206;283;.729;117;306;423;190;69;48;139;211;976;2006
16;Atlanta Hawks;82;2424;359;792;.454;52;141;.367;308;651;.472;202;269;.750;130;272;403;198;72;48;157;250;972;2006
17;Los Angeles Clippers*;82;2415;365;786;.465;35;103;.344;330;683;.483;207;261;.791;101;330;431;208;65;61;145;228;972;2006
18;Charlotte Bobcats;82;2427;361;835;.433;52;154;.339;309;681;.454;194;267;.729;121;277;398;209;100;43;142;239;969;2006
19;Detroit Pistons*;82;2418;364;800;.455;68;177;.384;296;623;.475;173;238;.727;119;286;405;240;71;60;114;185;968;2006
20;New York Knicks;82;2430;344;757;.455;39;108;.362;305;649;.470;229;315;.726;126;288;414;179;68;33;177;263;956;2006
21;San Antonio Spurs*;82;2415;365;773;.472;64;166;.385;301;607;.496;162;231;.702;104;311;415;209;66;57;137;209;956;2006
22;Orlando Magic;82;2427;355;752;.472;36;97;.376;319;655;.486;203;278;.730;109;293;402;182;65;44;151;233;949;2006
23;Indiana Pacers*;82;2406;340;765;.444;65;187;.349;274;578;.475;194;263;.737;110;312;422;199;73;50;153;222;939;2006
24;New Jersey Nets*;82;2412;339;770;.440;58;176;.330;281;594;.472;202;267;.758;100;310;410;230;68;34;136;232;938;2006
25;New Orleans/Oklahoma City Hornets;82;2415;345;784;.440;37;108;.339;309;676;.457;201;265;.758;112;290;402;185;75;38;134;218;928;2006
26;Utah Jazz;82;2424;335;757;.442;38;113;.336;297;644;.461;216;301;.719;131;290;421;216;64;60;157;248;924;2006
27;Memphis Grizzlies*;82;2421;335;747;.448;72;192;.374;263;555;.474;180;253;.711;102;290;392;193;73;54;138;214;922;2006
28;Minnesota Timberwolves;82;2421;352;773;.456;38;115;.329;314;658;.478;175;231;.758;99;295;394;209;68;57;145;230;917;2006
29;Houston Rockets;82;2418;330;762;.433;57;172;.332;273;590;.463;183;241;.759;104;313;416;193;72;39;145;227;901;2006
30;Portland Trail Blazers;82;2406;340;764;.445;44;127;.349;296;637;.464;163;237;.689;108;269;377;182;65;53;147;223;888;2006
1;Phoenix Suns*;82;2427;413;836;.494;96;240;.399;317;596;.532;180;223;.808;90;315;405;259;67;48;145;202;1102;2007
2;Golden State Warriors*;82;2409;398;860;.463;85;240;.356;312;620;.504;185;258;.717;115;300;414;238;91;57;160;236;1065;2007
3;Denver Nuggets*;82;2412;386;830;.465;59;176;.336;327;654;.500;223;299;.746;122;312;434;234;83;53;165;214;1054;2007
4;Washington Wizards*;82;2418;374;832;.450;68;197;.348;306;635;.482;226;296;.765;122;290;412;202;77;46;138;222;1043;2007
5;Los Angeles Lakers*;82;2443;378;813;.466;74;210;.353;304;602;.505;202;271;.747;108;304;412;226;73;51;155;230;1033;2007
6;Memphis Grizzlies;82;2437;366;786;.465;61;166;.367;305;620;.491;224;294;.761;106;290;395;205;69;50;164;223;1016;2007
7;Utah Jazz*;82;2415;374;789;.474;43;129;.335;331;660;.501;223;300;.743;126;300;425;247;70;41;156;252;1015;2007
8;Sacramento Kings;82;2415;359;797;.450;65;185;.350;294;612;.480;231;302;.765;97;292;389;203;82;32;146;219;1013;2007
9;Dallas Mavericks*;82;2409;367;786;.467;65;171;.381;302;614;.491;201;249;.805;112;307;419;199;68;50;139;224;1000;2007
10;Milwaukee Bucks;82;2421;381;819;.465;64;180;.356;317;639;.495;171;234;.733;115;277;392;216;72;27;151;222;997;2007
11;Toronto Raptors*;82;2409;370;798;.463;65;179;.363;305;620;.492;190;242;.788;92;302;395;222;71;39;135;204;995;2007
12;Seattle SuperSonics;82;2418;372;808;.460;64;177;.362;308;631;.487;184;233;.791;113;283;396;207;77;37;155;220;991;2007
13;Chicago Bulls*;82;2412;371;813;.457;59;151;.388;313;662;.473;186;254;.734;120;317;437;223;78;54;160;233;988;2007
14;San Antonio Spurs*;82;2412;366;772;.474;73;190;.381;293;581;.504;181;241;.751;93;314;407;221;72;51;139;194;985;2007
15;New Jersey Nets*;82;2424;355;778;.457;74;204;.363;281;574;.490;191;263;.727;100;308;408;239;61;33;148;228;976;2007
16;New York Knicks;82;2440;354;775;.457;58;167;.346;296;608;.487;209;292;.715;126;307;433;187;66;32;171;236;975;2007
17;Houston Rockets*;82;2421;354;796;.445;86;231;.372;268;565;.475;175;232;.753;107;326;433;208;71;41;142;209;970;2007
18;Charlotte Bobcats;82;2440;361;810;.446;56;156;.357;305;654;.467;191;260;.734;112;286;398;224;78;45;149;242;969;2007
19;Cleveland Cavaliers*;82;2424;363;812;.447;60;171;.352;303;641;.473;181;260;.696;127;308;435;208;76;43;144;217;968;2007
20;Minnesota Timberwolves;82;2440;365;793;.461;47;133;.353;319;660;.483;183;231;.792;100;302;402;225;65;40;156;214;961;2007
21;Detroit Pistons*;82;2424;359;791;.454;55;159;.344;304;632;.481;188;242;.774;116;290;405;216;71;58;122;204;960;2007
22;Boston Celtics;82;2421;349;787;.443;57;156;.367;291;631;.462;204;266;.767;112;292;404;199;72;47;165;240;958;2007
23;Los Angeles Clippers;82;2406;351;770;.456;38;110;.348;313;660;.474;216;274;.788;108;303;411;215;73;58;151;227;956;2007
24;Indiana Pacers;82;2412;350;800;.438;59;169;.346;292;631;.462;197;259;.760;121;298;418;205;73;55;163;233;956;2007
25;New Orleans/Oklahoma City Hornets;82;2424;362;814;.445;55;153;.362;307;661;.464;175;237;.740;125;306;431;187;64;42;145;198;955;2007
26;Philadelphia 76ers;82;2424;358;781;.458;35;100;.345;323;681;.474;200;260;.767;110;287;397;204;72;48;153;204;949;2007
27;Orlando Magic*;82;2412;351;743;.472;42;117;.356;309;625;.494;205;292;.702;112;295;407;186;69;51;170;232;948;2007
28;Miami Heat*;82;2421;356;767;.464;64;188;.343;292;579;.503;170;246;.690;100;308;408;205;69;54;146;213;946;2007
29;Portland Trail Blazers;82;2434;350;780;.450;52;150;.346;299;629;.474;188;245;.769;113;280;393;185;68;46;151;235;941;2007
30;Atlanta Hawks;82;2424;345;777;.444;42;127;.329;304;650;.467;205;269;.761;119;282;401;192;74;54;159;240;937;2007
1;Golden State Warriors;82;2412;415;903;.459;93;266;.348;322;637;.506;188;249;.752;127;304;432;224;91;46;132;229;1110;2008
2;Denver Nuggets*;82;2421;403;858;.470;69;196;.355;334;663;.504;231;307;.751;112;329;441;247;92;67;147;211;1107;2008
3;Phoenix Suns*;82;2412;414;827;.500;85;215;.393;329;612;.538;189;241;.783;88;327;415;267;65;63;144;199;1101;2008
4;Los Angeles Lakers*;82;2412;396;831;.476;81;214;.378;315;618;.510;213;277;.769;110;332;441;244;80;53;141;206;1086;2008
5;Utah Jazz*;82;2403;400;804;.497;50;134;.372;350;670;.522;213;280;.759;115;294;409;264;87;43;146;240;1062;2008
6;Orlando Magic*;82;2412;373;786;.474;98;253;.386;275;533;.516;201;279;.721;94;326;420;208;63;41;143;206;1045;2008
7;Indiana Pacers;82;2409;378;853;.444;92;246;.374;286;606;.472;191;249;.768;110;321;431;227;76;50;151;234;1040;2008
8;Sacramento Kings;82;2418;371;800;.464;62;167;.373;309;633;.488;221;277;.798;101;300;401;191;79;41;161;224;1025;2008
9;New Orleans Hornets*;82;2415;386;829;.466;77;198;.389;309;631;.490;160;208;.769;114;304;418;218;78;39;119;187;1009;2008
10;Memphis Grizzlies;82;2415;373;822;.454;76;217;.349;298;605;.492;185;256;.723;103;313;416;192;61;47;153;194;1007;2008
11;Boston Celtics*;82;2409;364;767;.475;73;191;.381;291;576;.506;205;265;.771;101;319;420;224;85;46;152;227;1005;2008
12;Dallas Mavericks*;82;2406;369;795;.464;60;171;.352;309;623;.495;206;253;.814;108;322;430;210;60;49;126;218;1004;2008
13;Toronto Raptors*;82;2418;384;820;.468;70;178;.392;314;642;.489;164;202;.812;96;304;401;238;70;41;117;195;1002;2008
14;Washington Wizards*;82;2427;364;816;.446;70;197;.356;294;620;.475;190;243;.782;123;293;416;196;77;48;132;196;988;2008
15;Atlanta Hawks*;82;2421;363;799;.454;47;131;.356;316;668;.473;210;272;.772;123;299;422;220;73;55;149;204;982;2008
16;Seattle SuperSonics;82;2418;381;858;.444;38;115;.333;343;743;.462;175;228;.770;118;328;446;213;65;49;160;205;975;2008
17;Detroit Pistons*;82;2406;366;799;.458;59;162;.366;306;637;.481;184;240;.767;119;295;414;223;71;58;117;206;975;2008
18;Chicago Bulls;82;2415;364;837;.435;58;159;.363;306;678;.452;187;247;.756;128;302;430;221;77;52;146;218;973;2008
19;Charlotte Bobcats;82;2424;361;799;.452;65;176;.367;296;623;.476;184;258;.714;109;298;406;213;75;49;147;217;971;2008
20;Milwaukee Bucks;82;2421;369;823;.449;55;160;.344;314;662;.474;177;241;.733;129;288;417;215;66;44;148;213;970;2008
21;New York Knicks;82;2424;362;824;.439;60;177;.337;302;647;.467;186;255;.727;125;300;425;187;64;26;145;215;969;2008
22;Houston Rockets*;82;2406;366;817;.448;71;208;.342;295;609;.485;164;225;.726;122;324;446;214;73;51;137;196;967;2008
23;Philadelphia 76ers*;82;2409;373;811;.460;37;116;.317;336;695;.483;184;261;.706;130;289;419;204;87;49;143;198;966;2008
24;Cleveland Cavaliers*;82;2421;358;817;.439;67;188;.358;291;628;.463;180;251;.717;133;313;446;200;71;52;140;209;964;2008
25;New Jersey Nets;82;2418;348;787;.443;61;174;.348;288;612;.470;201;273;.736;111;307;419;235;64;48;150;226;958;2008
26;Minnesota Timberwolves;82;2406;375;831;.451;54;154;.350;321;678;.474;152;206;.736;118;296;414;199;75;37;145;230;956;2008
27;Portland Trail Blazers;82;2427;358;798;.448;66;174;.377;292;624;.468;172;225;.767;110;297;407;211;55;44;129;200;954;2008
28;San Antonio Spurs*;82;2406;358;783;.457;72;196;.369;286;587;.487;165;216;.761;94;319;413;210;64;41;126;187;954;2008
29;Los Angeles Clippers;82;2415;344;786;.438;43;132;.324;301;654;.460;208;266;.781;98;304;401;211;68;49;144;213;938;2008
30;Miami Heat;82;2418;342;773;.443;60;167;.358;283;605;.467;169;232;.727;91;286;376;200;72;43;147;204;914;2008
1;Phoenix Suns;82;2409;411;816;.504;67;176;.383;344;640;.537;204;275;.744;110;307;417;232;72;51;157;206;1094;2009
2;Golden State Warriors;82;2424;394;860;.458;67;180;.373;327;680;.480;231;292;.791;116;304;420;209;78;64;146;225;1086;2009
3;Los Angeles Lakers*;82;2412;403;851;.474;67;185;.361;337;666;.505;196;255;.770;124;315;439;233;88;51;135;207;1069;2009
4;New York Knicks;82;2415;385;865;.445;100;279;.360;285;586;.486;182;232;.784;111;310;421;212;74;25;143;204;1052;2009
5;Indiana Pacers;82;2418;393;863;.455;80;210;.378;313;653;.480;186;230;.807;113;325;437;216;70;53;145;231;1051;2009
6;Denver Nuggets*;82;2406;373;794;.470;67;180;.371;306;614;.499;231;303;.760;110;306;416;222;87;60;153;229;1043;2009
7;Utah Jazz*;82;2424;383;808;.475;48;137;.349;335;671;.500;221;287;.771;115;295;410;247;88;46;148;223;1036;2009
8;Chicago Bulls*;82;2430;381;835;.457;60;158;.381;321;677;.474;199;250;.796;118;303;421;211;75;55;145;208;1022;2009
9;Dallas Mavericks*;82;2415;381;826;.462;70;199;.350;312;627;.498;185;226;.819;111;316;427;217;72;52;127;195;1017;2009
10;Orlando Magic*;82;2406;357;782;.457;100;262;.381;258;521;.495;196;275;.715;100;333;433;194;70;54;139;203;1010;2009
11;Boston Celtics*;82;2424;375;772;.486;66;165;.397;309;607;.510;194;253;.765;106;315;421;227;76;47;156;231;1009;2009
12;Sacramento Kings;82;2427;365;815;.447;71;194;.368;293;621;.472;205;257;.798;102;289;391;197;69;43;154;233;1006;2009
13;Cleveland Cavaliers*;82;2412;369;787;.468;80;204;.393;289;583;.495;186;245;.757;108;314;422;203;72;53;127;203;1003;2009
14;Portland Trail Blazers*;82;2418;368;792;.465;73;190;.383;295;602;.490;185;242;.765;129;288;417;203;67;49;129;204;994;2009
15;Milwaukee Bucks;82;2412;367;824;.445;62;172;.363;305;652;.467;197;252;.780;119;289;407;220;74;38;141;242;993;2009
16;Toronto Raptors;82;2415;372;814;.458;58;157;.372;314;657;.478;187;227;.824;98;306;404;224;64;48;134;194;990;2009
17;Houston Rockets*;82;2415;361;796;.453;76;202;.375;285;594;.480;187;232;.805;105;325;430;203;67;43;141;189;984;2009
18;Miami Heat*;82;2434;370;810;.457;71;199;.357;299;612;.489;172;228;.754;101;294;395;204;79;55;125;207;983;2009
19;Atlanta Hawks*;82;2403;360;787;.458;73;199;.366;288;588;.490;187;254;.737;106;294;400;202;74;46;128;196;981;2009
20;New Jersey Nets;82;2418;357;797;.448;80;212;.376;277;585;.473;188;241;.779;104;295;398;200;68;48;131;224;981;2009
21;Minnesota Timberwolves;82;2415;364;825;.441;66;188;.353;298;637;.467;183;239;.769;119;298;417;204;62;39;142;218;978;2009
22;Philadelphia 76ers*;82;2409;365;797;.459;42;131;.318;324;666;.486;201;270;.745;127;285;412;201;80;51;141;201;974;2009
23;San Antonio Spurs*;82;2427;371;797;.466;76;198;.386;295;599;.492;152;200;.761;89;322;410;212;58;40;117;189;970;2009
24;Oklahoma City Thunder;82;2415;366;819;.447;40;116;.346;326;703;.463;198;252;.786;122;305;426;203;74;45;162;202;970;2009
25;Washington Wizards;82;2403;365;812;.450;48;146;.330;317;665;.476;182;238;.767;117;284;401;200;75;45;140;205;961;2009
26;New Orleans Hornets*;82;2409;355;776;.457;68;186;.364;287;590;.487;180;224;.807;98;299;397;196;72;41;125;203;958;2009
27;Los Angeles Clippers;82;2424;360;817;.441;65;185;.354;295;632;.467;165;224;.736;109;290;398;210;70;59;149;201;951;2009
28;Detroit Pistons*;82;2427;364;800;.454;46;132;.349;318;668;.475;169;225;.751;116;299;414;206;60;46;119;209;942;2009
29;Memphis Grizzlies;82;2415;349;770;.454;49;135;.360;301;635;.474;191;253;.756;103;285;388;174;75;47;153;217;939;2009
30;Charlotte Bobcats;82;2430;350;768;.455;60;163;.366;290;605;.479;177;240;.740;108;289;397;212;71;48;156;214;936;2009
1;Phoenix Suns*;82;2406;407;828;.492;89;216;.412;318;612;.520;199;258;.770;111;319;430;233;58;51;148;209;1102;2010
2;Golden State Warriors;82;2406;406;865;.469;77;206;.375;329;659;.499;199;254;.782;92;292;384;224;93;41;147;230;1088;2010
3;Denver Nuggets*;82;2412;381;814;.468;66;185;.359;315;629;.500;236;306;.772;108;305;414;210;83;51;139;225;1065;2010
4;Utah Jazz*;82;2409;394;802;.491;54;147;.364;340;655;.519;202;272;.741;106;316;422;267;82;49;152;227;1042;2010
5;Toronto Raptors;82;2412;390;809;.482;63;170;.371;327;638;.512;197;258;.764;98;306;404;220;57;47;134;222;1041;2010
6;Orlando Magic*;82;2406;366;780;.470;103;273;.375;264;506;.521;192;265;.724;99;334;432;197;62;56;141;199;1028;2010
7;Memphis Grizzlies;82;2427;393;838;.469;42;124;.337;351;714;.492;197;269;.733;130;304;435;188;79;49;152;202;1025;2010
8;Houston Rockets;82;2427;377;844;.447;79;224;.351;299;620;.481;190;247;.772;118;301;420;218;71;39;145;209;1024;2010
9;New York Knicks;82;2424;381;839;.455;91;262;.346;291;577;.504;168;215;.782;102;302;404;216;71;37;140;200;1021;2010
10;Cleveland Cavaliers*;82;2412;378;779;.485;73;193;.381;305;586;.520;191;266;.720;96;328;425;224;69;52;139;194;1021;2010
11;Dallas Mavericks*;82;2424;383;824;.464;68;183;.372;315;642;.491;186;228;.816;102;315;417;234;76;55;129;191;1020;2010
12;Los Angeles Lakers*;82;2418;383;838;.457;65;190;.341;319;648;.492;185;242;.765;119;325;443;211;75;49;134;194;1017;2010
13;Atlanta Hawks*;82;2421;388;829;.468;64;177;.360;324;652;.497;177;233;.759;118;299;417;218;72;50;120;199;1017;2010
14;Oklahoma City Thunder*;82;2415;374;808;.462;51;150;.340;323;659;.490;217;270;.805;117;318;435;200;80;59;150;213;1015;2010
15;San Antonio Spurs*;82;2412;384;812;.473;68;189;.358;317;623;.508;178;240;.740;108;320;428;223;63;46;136;204;1014;2010
16;Indiana Pacers;82;2403;368;832;.443;80;231;.348;288;601;.479;191;246;.775;96;319;415;211;71;54;150;225;1008;2010
17;New Orleans Hornets;82;2418;388;834;.464;70;192;.363;318;643;.495;158;203;.778;104;299;403;223;76;37;135;196;1002;2010
18;Sacramento Kings;82;2424;383;841;.456;59;169;.349;325;672;.483;174;240;.726;119;307;426;205;69;45;150;223;1000;2010
19;Boston Celtics*;82;2412;371;768;.483;61;175;.348;310;593;.523;190;255;.746;87;299;386;235;85;49;149;221;992;2010
20;Minnesota Timberwolves;82;2412;379;844;.449;49;144;.341;330;700;.471;175;235;.746;117;312;429;198;73;37;163;207;982;2010
21;Portland Trail Blazers*;82;2421;363;787;.461;60;169;.354;303;618;.490;196;248;.790;111;291;402;204;64;43;123;209;981;2010
22;Philadelphia 76ers;82;2415;376;818;.460;58;168;.343;319;649;.491;167;220;.756;115;295;410;210;81;54;145;205;977;2010
